ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE												
SM_b20661	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC(ugpC)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR005116:Transport-associated OB, type 1,IPR008995:Molybdate/tungstate binding, C-terminal,IPR015855:ABC transporter, maltose/maltodextrin import, MalK,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transporter,NP_BIND:ATP,												
SMc04291	sorbosone dehydrogenase family protein(SM2011_RS24810)	Sinorhizobium meliloti 2011			GO:0003824~catalytic activity,GO:0016491~oxidoreductase activity,	IPR011041:Soluble quinoprotein glucose/sorbosone dehydrogenase,IPR012938:Glucose/Sorbosone dehydrogenase,					KW-0732~Signal,		KW-0560~Oxidoreductase,		DOMAIN:GSDH,												
SMc00991	spermidine/putrescine ABC transporter substrate-binding protein(SM2011_RS18695)	Sinorhizobium meliloti 2011	GO:0015846~polyamine transport,	GO:0042597~periplasmic space,	GO:0019808~polyamine binding,	IPR001188:Bacterial periplasmic spermidine/putrescine-binding protein,IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,																
SM_b21377	substrate-binding domain-containing protein(SM2011_RS11360)	Sinorhizobium meliloti 2011				IPR025997:Periplasmic binding protein domain,					KW-0175~Coiled coil,KW-0732~Signal,				DOMAIN:Peripla_BP_4,												
SM_b20956	succinoglycan biosynthesis glycosyltransferase ExoL(exoL)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,	GO:0005737~cytoplasm,	GO:0016740~transferase activity,GO:0016757~transferase activity, transferring glycosyl groups,				KW-0270~Exopolysaccharide synthesis,	KW-0963~Cytoplasm,			KW-0328~Glycosyltransferase,KW-0808~Transferase,														
SM_b20958	succinoglycan biosynthesis glycosyltransferase ExoM(exoM)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,	GO:0005886~plasma membrane,	GO:0016740~transferase activity,GO:0016757~transferase activity, transferring glycosyl groups,	IPR001173:Glycosyl transferase, family 2,			KW-0270~Exopolysaccharide synthesis,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,			KW-0328~Glycosyltransferase,KW-0808~Transferase,		DOMAIN:Glyco_trans_2-like,												
SM_b20959	succinoglycan biosynthesis glycosyltransferase ExoO(exoO)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,	GO:0005737~cytoplasm,	GO:0016740~transferase activity,GO:0016757~transferase activity, transferring glycosyl groups,	IPR001173:Glycosyl transferase, family 2,			KW-0270~Exopolysaccharide synthesis,	KW-0963~Cytoplasm,			KW-0328~Glycosyltransferase,KW-0808~Transferase,		DOMAIN:Glyco_trans_2-like,REGION:Disordered,												
SM_b20954	succinoglycan biosynthesis protein ExoH(exoH)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0016747~transferase activity, transferring acyl groups other than amino-acyl groups,	IPR002656:Acyltransferase 3,			KW-0270~Exopolysaccharide synthesis,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:Acyl_transf_3,REGION:Disordered,TRANSMEM:Helical,												
SMc01497	sugar ABC transporter permease(SM2011_RS26805)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,												
SM_b21377	sugar ABC transporter substrate-binding protein(C770_RS28865)	Sinorhizobium meliloti GR4				IPR025997:Periplasmic binding protein domain,					KW-0175~Coiled coil,KW-0732~Signal,				DOMAIN:Peripla_BP_4,												
SM_b21132	sulfate ABC transporter permease subunit CysT(cysT)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015419~ATPase-coupled sulfate transmembrane transporter activity,	IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR005667:Sulphate ABC transporter permease protein 2,IPR011865:Sulphate ABC transporter, permease protein CysT,			KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,												
SM_b21133	sulfate ABC transporter substrate-binding protein(SM2011_RS10205)	Sinorhizobium meliloti 2011			GO:0015419~ATPase-coupled sulfate transmembrane transporter activity,GO:1901681~sulfur compound binding,	IPR005669:Thiosulphate/Sulfate-binding protein,																					
SMc02882	sulfate transporter family protein(SM2011_RS15375)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SMc04049	sulfite oxidase(SM2011_RS28795)	Sinorhizobium meliloti 2011			GO:0008482~sulfite oxidase activity,GO:0016491~oxidoreductase activity,GO:0030151~molybdenum ion binding,	IPR000572:Oxidoreductase, molybdopterin-binding domain,IPR005066:Moybdenum cofactor oxidoreductase, dimerisation,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008335:Eukaryotic molybdopterin oxidoreductase,IPR014756:Immunoglobulin E-set,						KW-0479~Metal-binding,KW-0500~Molybdenum,	KW-0560~Oxidoreductase,		BINDING:Molybdopterin,DOMAIN:Mo-co_dimer,DOMAIN:Oxidored_molyb,REGION:Molybdopterin binding,												
SMc04187	terminase large subunit(SM2011_RS24630)	Sinorhizobium meliloti 2011			GO:0004519~endonuclease activity,	IPR004921:Terminase, large subunit,IPR027417:P-loop containing nucleoside triphosphate hydrolase,									DOMAIN:Terminase_6C,												
SMc04292	tetratricopeptide repeat protein(SM2011_RS24815)	Sinorhizobium meliloti 2011	GO:0009190~cyclic nucleotide biosynthetic process,GO:0035556~intracellular signal transduction,			IPR001054:Adenylyl cyclase class-3/4/guanylyl cyclase,IPR011990:Tetratricopeptide-like helical,IPR019734:Tetratricopeptide repeat,		SM00028:TPR,							DOMAIN:Guanylate cyclase,REGION:Disordered,												
SM_b20194	thioredoxin family protein(SM2011_RS07515)	Sinorhizobium meliloti 2011			GO:0016209~antioxidant activity,GO:0016491~oxidoreductase activity,	IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,IPR013766:Thioredoxin domain,									DOMAIN:Thioredoxin,												
SMc02350	thioredoxin family protein(SM2011_RS27480)	Sinorhizobium meliloti 2011			GO:0016209~antioxidant activity,GO:0016491~oxidoreductase activity,	IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,IPR013766:Thioredoxin domain,									DOMAIN:Thioredoxin,												
SMc01778	transcription antitermination factor NusB(nusB)	Sinorhizobium meliloti 2011	GO:0006353~DNA-templated transcription, termination,GO:0006355~regulation of transcription, DNA-templated,GO:0031564~transcription antitermination,		GO:0003723~RNA binding,	IPR006027:NusB/RsmB/TIM44,IPR011605:NusB antitermination factor,			KW-0804~Transcription,KW-0805~Transcription regulation,KW-0889~Transcription antitermination,				KW-0694~RNA-binding,		DOMAIN:NusB,												
SMc02796	transcription termination factor Rho(rho)	Sinorhizobium meliloti 2011	GO:0006353~DNA-templated transcription, termination,		GO:0003723~RNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008186~RNA-dependent ATPase activity,GO:0016787~hydrolase activity,	IPR000194:ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain,IPR003593:AAA+ ATPase domain,IPR004665:Transcription termination factor Rho,IPR011112:Rho termination factor, N-terminal,IPR011113:Rho termination factor, RNA-binding,IPR011129:Cold shock protein,IPR012340:Nucleic acid-binding, OB-fold,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00357:CSP,SM00382:AAA,SM00959:SM00959,					KW-0347~Helicase,KW-0378~Hydrolase,		BINDING:ATP,DOMAIN:Rho RNA-BD,NP_BIND:ATP,												
SMa1226	transcriptional regulator FixT(fixT)	Sinorhizobium meliloti 2011							KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0678~Repressor,														
SMa1076	transcriptional regulator(C770_RS23285)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain,IPR011051:RmlC-like cupin domain,IPR013096:Cupin 2, conserved barrel,IPR014710:RmlC-like jelly roll fold,		SM00530:HTH_XRE,							DOMAIN:HTH cro/C1-type,												
SMa0760	transcriptional regulator(C770_RS23985)	Sinorhizobium meliloti GR4			GO:0016301~kinase activity,								KW-0418~Kinase,KW-0808~Transferase,														
SM_b20347	transcriptional regulator(C770_RS31985)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,												
SMa0760	transcriptional regulator(SM2011_RS02080)	Sinorhizobium meliloti 2011			GO:0016301~kinase activity,								KW-0418~Kinase,KW-0808~Transferase,														
SMc02100	translation elongation factor Ts(tsf)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003746~translation elongation factor activity,	IPR001816:Translation elongation factor EFTs/EF1B,IPR009060:UBA-like,IPR014039:Translation elongation factor EFTs/EF1B, dimerisation,IPR018101:Translation elongation factor Ts, conserved site,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,			KW-0251~Elongation factor,		DOMAIN:EF_TS,REGION:Involved in Mg(2+) ion dislocation from EF-Tu,												
SMc03242	translational GTPase TypA(typA)	Sinorhizobium meliloti 2011	GO:0000027~ribosomal large subunit assembly,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0003924~GTPase activity,GO:0005525~GTP binding,GO:0019843~rRNA binding,GO:0043022~ribosome binding,	IPR000640:Translation elongation factor EFG, V domain,IPR000795:Elongation factor, GTP-binding domain,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR005225:Small GTP-binding protein domain,IPR006298:GTP-binding protein TypA,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00838:SM00838,	KW-0648~Protein biosynthesis,KW-0690~Ribosome biogenesis,	KW-0963~Cytoplasm,		KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-0694~RNA-binding,KW-0699~rRNA-binding,KW-0820~tRNA-binding,		DOMAIN:Tr-type G,NP_BIND:GTP,												
SMc04301	transporter substrate-binding domain-containing protein(SM2011_RS24325)	Sinorhizobium meliloti 2011			GO:0033218~amide binding,																						
SMc00978	transporter(SM2011_RS18765)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0046873~metal ion transmembrane transporter activity,	IPR002523:Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB,				KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,				TRANSMEM:Helical,												
SMc02050	trigger factor(tig)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,GO:0007049~cell cycle,GO:0015031~protein transport,GO:0051301~cell division,	GO:0005737~cytoplasm,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,	IPR001179:Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain,IPR005215:Trigger factor,IPR008880:Trigger factor, C-terminal domain,IPR008881:Trigger factor, ribosome-binding, bacterial,IPR027304:Trigger factor/SurA domain,	PIRSF003095:FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor),		KW-0131~Cell cycle,KW-0132~Cell division,	KW-0963~Cytoplasm,			KW-0143~Chaperone,KW-0413~Isomerase,KW-0697~Rotamase,		DOMAIN:PPIase FKBP-type,REGION:Disordered,												
SM_b20726	tripartite tricarboxylate transporter TctA(C770_RS26660)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,		IPR002823:Protein of unknown function DUF112, transmembrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SM_b20725	tripartite tricarboxylate transporter TctB family protein(SM2011_RS13625)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009936:Protein of unknown function DUF1468,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SM_b20726	tripartite tricarboxylate transporter permease(SM2011_RS13630)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR002823:Protein of unknown function DUF112, transmembrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,												
SM_b20724	tripartite tricarboxylate transporter substrate binding protein(SM2011_RS13620)	Sinorhizobium meliloti 2011				IPR005064:Bordetella uptake gene,	PIRSF017082:protein YflP,				KW-0732~Signal,																
SMa0473	type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family(SM2011_RS01300)	Sinorhizobium meliloti 2011				IPR007712:Toxin-antitoxin system, RelE/ParE toxin family,			KW-1277~Toxin-antitoxin system,																		
SM_b21487	ubiquinol oxidase subunit II(cyoA)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0070469~respiratory chain,	GO:0004129~cytochrome-c oxidase activity,GO:0005507~copper ion binding,GO:0009486~cytochrome bo3 ubiquinol oxidase activity,GO:0016682~oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor,	IPR002429:Cytochrome c oxidase subunit II C-terminal,IPR006333:Cytochrome o ubiquinol oxidase subunit II,IPR008972:Cupredoxin,IPR010514:COX aromatic rich motif,IPR011759:Cytochrome C oxidase subunit II, transmembrane domain,			KW-0249~Electron transport,KW-0679~Respiratory chain,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,		KW-0560~Oxidoreductase,		COMPBIAS:Polar residues,DOMAIN:COX2_CUA,DOMAIN:COX2_TM,REGION:Disordered,TRANSMEM:Helical,												
SMa1256	universal stress protein(C770_RS22390)	Sinorhizobium meliloti GR4				IPR018720:Domain of unknown function DUF2249,									DOMAIN:DUF2249,												
SMa1231	universal stress protein(C770_RS22460)	Sinorhizobium meliloti GR4				IPR006015:Universal stress protein A,IPR006016:UspA,									DOMAIN:Usp,												
SMa1147	universal stress protein(SM2011_RS03125)	Sinorhizobium meliloti 2011				IPR006015:Universal stress protein A,IPR006016:UspA,									DOMAIN:Usp,												
SMa1149	universal stress protein(SM2011_RS03130)	Sinorhizobium meliloti 2011				IPR006015:Universal stress protein A,IPR006016:UspA,									DOMAIN:Usp,												
SMa1158	universal stress protein(SM2011_RS03160)	Sinorhizobium meliloti 2011				IPR006015:Universal stress protein A,IPR006016:UspA,									DOMAIN:Usp,												
SMa1231	universal stress protein(SM2011_RS03355)	Sinorhizobium meliloti 2011				IPR006015:Universal stress protein A,IPR006016:UspA,									DOMAIN:Usp,												
SM_b21292	urate hydroxylase PuuD(SM2011_RS10610)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0009055~electron carrier activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR009056:Cytochrome c domain,IPR010389:Protein of unknown function DUF989,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0349~Heme,KW-0408~Iron,			DOMAIN:Cytochrome c,TRANSMEM:Helical,												
SM_b20604	urea ABC transporter permease subunit UrtB(urtB)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,IPR017779:ABC transporter, urea, permease protein, UrtB,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,												
SM_b20605	urea ABC transporter substrate-binding protein(urtA)	Sinorhizobium meliloti 2011				IPR017777:ABC transporter, urea, substrate-binding, UrtA,					KW-0732~Signal,																
SMc00137	usg protein(SM2011_RS23915)	Sinorhizobium meliloti 2011			GO:0016853~isomerase activity,	IPR009354:Usg-like,							KW-0413~Isomerase,														
SMa2037	xanthine dehydrogenase family protein molybdopterin-binding subunit(SM2011_RS05625)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead,IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding,		SM01008:SM01008,							COMPBIAS:Polar residues,DOMAIN:Ald_Xan_dh_C,REGION:Disordered,												
SM_b21556	xanthine dehydrogenase family protein molybdopterin-binding subunit(SM2011_RS11560)	Sinorhizobium meliloti 2011			GO:0004854~xanthine dehydrogenase activity,	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead,IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding,		SM01008:SM01008,					KW-0560~Oxidoreductase,		DOMAIN:Ald_Xan_dh_C,												
SMa2041	xanthine dehydrogenase family protein subunit M(SM2011_RS05635)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0071949~FAD binding,	IPR002346:Molybdopterin dehydrogenase, FAD-binding,IPR005107:CO dehydrogenase flavoprotein, C-terminal,IPR016166:FAD-binding, type 2,IPR016167:FAD-binding, type 2, subdomain 1,IPR016169:CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2,		SM01092:SM01092,				KW-0274~FAD,KW-0285~Flavoprotein,			DOMAIN:FAD-binding PCMH-type,												
SMc03103	xanthine dehydrogenase family protein subunit M(SM2011_RS29615)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0016491~oxidoreductase activity,GO:0071949~FAD binding,	IPR002346:Molybdopterin dehydrogenase, FAD-binding,IPR005107:CO dehydrogenase flavoprotein, C-terminal,IPR016166:FAD-binding, type 2,IPR016167:FAD-binding, type 2, subdomain 1,IPR016169:CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2,		SM01092:SM01092,		KW-0472~Membrane,	KW-0812~Transmembrane,	KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,		DOMAIN:FAD-binding PCMH-type,												
SM_b21287	xanthine dehydrogenase molybdopterin binding subunit(xdhB)	Sinorhizobium meliloti 2011			GO:0004854~xanthine dehydrogenase activity,GO:0030151~molybdenum ion binding,	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead,IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding,IPR014309:Xanthine dehydrogenase, molybdopterin binding subunit,		SM01008:SM01008,					KW-0560~Oxidoreductase,		COMPBIAS:Basic and acidic residues,DOMAIN:Ald_Xan_dh_C,REGION:Disordered,												
SM_b20846	xanthine dehydrogenase molybdopterin binding subunit(xdhB)	Sinorhizobium meliloti 2011			GO:0004854~xanthine dehydrogenase activity,GO:0030151~molybdenum ion binding,	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead,IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding,IPR014309:Xanthine dehydrogenase, molybdopterin binding subunit,		SM01008:SM01008,					KW-0560~Oxidoreductase,		DOMAIN:Ald_Xan_dh_C,REGION:Disordered,												
