ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE							
SinmeB_3728	sorbosone dehydrogenase family protein(SM2011_RS11295)	Sinorhizobium meliloti 2011			GO:0003824~catalytic activity,	IPR011041:Soluble quinoprotein glucose/sorbosone dehydrogenase,IPR011042:Six-bladed beta-propeller, TolB-like,IPR012938:Glucose/Sorbosone dehydrogenase,									DOMAIN:GSDH,REGION:Disordered,							
SinmeB_3728	sorbosone dehydrogenase(C770_RS28930)	Sinorhizobium meliloti GR4			GO:0003824~catalytic activity,	IPR011041:Soluble quinoprotein glucose/sorbosone dehydrogenase,IPR011042:Six-bladed beta-propeller, TolB-like,IPR012938:Glucose/Sorbosone dehydrogenase,									DOMAIN:GSDH,REGION:Disordered,							
SinmeB_4387	spermidine/putrescine ABC transporter permease(C770_RS32290)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_5550	substrate-binding domain-containing protein(SM2011_RS00755)	Sinorhizobium meliloti 2011				IPR025997:Periplasmic binding protein domain,					KW-0732~Signal,				DOMAIN:Peripla_BP_4,							
SinmeB_2898	succinate dehydrogenase, hydrophobic membrane anchor protein(sdhD)	Sinorhizobium meliloti 2011	GO:0006099~tricarboxylic acid cycle,	GO:0016021~integral component of membrane,	GO:0000104~succinate dehydrogenase activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR000701:Succinate dehydrogenase/Fumarate reductase, transmembrane subunit,IPR014312:Succinate dehydrogenase, hydrophobic membrane anchor,			KW-0249~Electron transport,KW-0813~Transport,	KW-0472~Membrane,	KW-0812~Transmembrane,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,			TRANSMEM:Helical,							
SinmeB_2881	succinate--CoA ligase subunit alpha(sucD)	Sinorhizobium meliloti 2011	GO:0006099~tricarboxylic acid cycle,		GO:0000166~nucleotide binding,GO:0004775~succinate-CoA ligase (ADP-forming) activity,	IPR003781:CoA-binding,IPR005810:Succinyl-CoA ligase, alpha subunit,IPR005811:ATP-citrate lyase/succinyl-CoA ligase,IPR016102:Succinyl-CoA synthetase-like,IPR017440:ATP-citrate lyase/succinyl-CoA ligase, active site,	PIRSF001553:succinyl-CoA synthetase, alpha subunit,	SM00881:SM00881,					KW-0436~Ligase,		ACT_SITE:Tele-phosphohistidine intermediate,BINDING:Coenzyme A,BINDING:Substrate	 shared with subunit beta,DOMAIN:CoA_binding,REGION:Coenzyme A binding,						
SinmeB_3592	succinoglycan biosynthesis protein ExoH(exoH)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0016747~transferase activity, transferring acyl groups other than amino-acyl groups,	IPR002656:Acyltransferase 3,			KW-0270~Exopolysaccharide synthesis,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:Acyl_transf_3,REGION:Disordered,TRANSMEM:Helical,							
SinmeB_4802	sugar ABC transporter ATP-binding protein(SM2011_RS13590)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,							
SinmeB_3127	sugar ABC transporter ATP-binding protein(SM2011_RS14415)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,		GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0762~Sugar transport,KW-0813~Transport,				KW-0378~Hydrolase,		COMPBIAS:Basic and acidic residues,DOMAIN:ABC transporter,NP_BIND:ATP,REGION:Disordered,							
SinmeB_5049	sugar ABC transporter permease(C770_RS27670)	Sinorhizobium meliloti GR4		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				COMPBIAS:Polar residues,REGION:Disordered,TRANSMEM:Helical,							
SinmeB_4349	sugar ABC transporter permease(C770_RS32100)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4667	sugar ABC transporter permease(SM2011_RS06590)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_3301	sugar ABC transporter permease(SM2011_RS15325)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_1740	sugar ABC transporter permease(SM2011_RS24190)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_2271	sugar ABC transporter permease(SM2011_RS26805)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_2845	sugar ABC transporter permease(SM2011_RS29760)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_6292	sugar ABC transporter substrate-binding protein(SM2011_RS03925)	Sinorhizobium meliloti 2011				IPR006311:Twin-arginine translocation pathway, signal sequence,IPR025997:Periplasmic binding protein domain,									DOMAIN:Peripla_BP_4,							
SinmeB_4668	sugar ABC transporter substrate-binding protein(SM2011_RS06585)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_2272	sugar ABC transporter substrate-binding protein(SM2011_RS26810)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_3948	sulfate ABC transporter permease subunit CysT(cysT)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015419~ATPase-coupled sulfate transmembrane transporter activity,	IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR005667:Sulphate ABC transporter permease protein 2,IPR011865:Sulphate ABC transporter, permease protein CysT,			KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_3947	sulfate ABC transporter substrate-binding protein(SM2011_RS10205)	Sinorhizobium meliloti 2011			GO:0015419~ATPase-coupled sulfate transmembrane transporter activity,GO:1901681~sulfur compound binding,	IPR005669:Thiosulphate/Sulfate-binding protein,																
SinmeB_0557	sulfate adenylyltransferase subunit CysD(cysD)	Sinorhizobium meliloti 2011	GO:0000103~sulfate assimilation,GO:0019419~sulfate reduction,GO:0070814~hydrogen sulfide biosynthetic process,		GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,	IPR002500:Phosphoadenosine phosphosulphate reductase,IPR011784:Sulphate adenylyltransferase, small subunit,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,	PIRSF002936:sulfate adenylyltransferase, subunit 2,					KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,		DOMAIN:PAPS_reduct,REGION:Disordered,							
SinmeB_3311	sulfate transporter family protein(SM2011_RS15375)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,							
SinmeB_5366	sulfite exporter TauE/SafE family protein(SM2011_RS06480)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR002781:Transmembrane protein TauE like,				KW-0472~Membrane,KW-1003~Cell membrane,					TRANSMEM:Helical,							
SinmeB_2661	sulfite oxidase(SM2011_RS28795)	Sinorhizobium meliloti 2011			GO:0008482~sulfite oxidase activity,GO:0016491~oxidoreductase activity,GO:0030151~molybdenum ion binding,	IPR000572:Oxidoreductase, molybdopterin-binding domain,IPR005066:Moybdenum cofactor oxidoreductase, dimerisation,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008335:Eukaryotic molybdopterin oxidoreductase,IPR014756:Immunoglobulin E-set,						KW-0479~Metal-binding,KW-0500~Molybdenum,	KW-0560~Oxidoreductase,		BINDING:Molybdopterin,DOMAIN:Mo-co_dimer,DOMAIN:Oxidored_molyb,REGION:Molybdopterin binding,							
SinmeB_4754	sulfonate ABC transporter ATP-binding protein(C770_RS26465)	Sinorhizobium meliloti GR4			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,							
SinmeB_4753	sulfonate ABC transporter substrate-binding protein(C770_RS26460)	Sinorhizobium meliloti GR4				IPR015168:NMT1/THI5-like,					KW-0732~Signal,				DOMAIN:NMT1,							
SinmeB_3682	sulfurtransferase(SM2011_RS11525)	Sinorhizobium meliloti 2011			GO:0016740~transferase activity,	IPR001763:Rhodanese-like domain,		SM00450:RHOD,			KW-0732~Signal,		KW-0808~Transferase,		DOMAIN:Rhodanese,							
SinmeB_1572	tRNA (cytidine(34)-2'-O)-methyltransferase(SM2011_RS23665)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0008175~tRNA methyltransferase activity,GO:0008757~S-adenosylmethionine-dependent methyltransferase activity,	IPR001537:tRNA/rRNA methyltransferase, SpoU,IPR016914:tRNA (cytidine/uridine-2'-O-)-methyltransferase,	PIRSF029256:S-adenosyl-L-methionine dependent tRNA/rRNA methyltransferase, SpoU type,		KW-0819~tRNA processing,	KW-0963~Cytoplasm,					BINDING:S-adenosyl-L-methionine,BINDING:S-adenosyl-L-methionine	 via amide nitrogen,BINDING:S-adenosyl-L-methionine	 via amide nitrogen and carbonyl oxygen,DOMAIN:SpoU_methylase,					
SinmeB_1087	tRNA dihydrouridine synthase DusB(dusB)	Sinorhizobium meliloti 2011			GO:0017150~tRNA dihydrouridine synthase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR001269:tRNA-dihydrouridine synthase,IPR004652:tRNA-dihydrouridine synthase, TIM-barrel, NifR3,IPR013785:Aldolase-type TIM barrel,IPR018517:tRNA-dihydrouridine synthase, conserved site,IPR024036:tRNA-dihydrouridine synthase, putative, C-terminal,	PIRSF006621:tRNA-dihydrouridine synthase,					KW-0288~FMN,	KW-0694~RNA-binding,		ACT_SITE:Proton donor,DOMAIN:Dus,							
SinmeB_1257	tRNA guanosine(34) transglycosylase Tgt(tgt)	Sinorhizobium meliloti 2011	GO:0008616~queuosine biosynthetic process,GO:0101030~tRNA-guanine transglycosylation,		GO:0008479~queuine tRNA-ribosyltransferase activity,	IPR002616:tRNA-guanine(15) transglycosylase-like,IPR004803:Queuine tRNA-ribosyltransferase,			KW-0671~Queuosine biosynthesis,KW-0819~tRNA processing,			KW-0862~Zinc,	KW-0328~Glycosyltransferase,KW-0808~Transferase,		ACT_SITE:Nucleophile,ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate	 via amide nitrogen,DOMAIN:TGT,REGION:RNA binding,REGION:RNA binding	 important for wobble base 34 recognition,REGION:Substrate binding,					
SinmeB_0146	tellurite resistance TerB family protein(SM2011_RS16980)	Sinorhizobium meliloti 2011				IPR007791:Heat shock protein DnaJ-like protein DjlA,					KW-0175~Coiled coil,				DOMAIN:TerB,							
SinmeB_2712	tellurite resistance TerB family protein(SM2011_RS29050)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR007486:Protein of unknown function DUF533,				KW-0472~Membrane,	KW-0812~Transmembrane,				REGION:Disordered,							
SinmeB_1248	tetracycline resistance MFS efflux pump(SM2011_RS22360)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001958:Tetracycline resistance protein, TetA/multidrug resistance protein MdtG,IPR005829:Sugar transporter, conserved site,IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:MFS,TRANSMEM:Helical,							
SinmeB_3255	tetratricopeptide repeat protein(SM2011_RS15080)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR011990:Tetratricopeptide-like helical,IPR014596:Uncharacterised conserved protein UCP035836,	PIRSF035836:uncharacterized conserved protein,			KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,											
SinmeB_2407	thioredoxin family protein(SM2011_RS27480)	Sinorhizobium meliloti 2011			GO:0016209~antioxidant activity,GO:0016491~oxidoreductase activity,	IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,IPR013766:Thioredoxin domain,									DOMAIN:Thioredoxin,							
SinmeB_3139	thioredoxin(trxA)	Sinorhizobium meliloti 2011	GO:0006662~glycerol ether metabolic process,		GO:0015035~protein disulfide oxidoreductase activity,	IPR005746:Thioredoxin,IPR013766:Thioredoxin domain,IPR017937:Thioredoxin, conserved site,	PIRSF000077:thioredoxin,								DISULFID:Redox-active,DOMAIN:Thioredoxin,							
SinmeB_1756	threonine-phosphate decarboxylase CobD(cobD)	Sinorhizobium meliloti 2011	GO:0009236~cobalamin biosynthetic process,		GO:0030170~pyridoxal phosphate binding,GO:0048472~threonine-phosphate decarboxylase activity,	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR005860:L-threonine-O-3-phosphate decarboxylase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,			KW-0169~Cobalamin biosynthesis,			KW-0663~Pyridoxal phosphate,	KW-0456~Lyase,		DOMAIN:Aminotran_1_2,							
SinmeB_0564	transcriptional regulator BetI(betI)	Sinorhizobium meliloti 2011	GO:0019285~glycine betaine biosynthetic process from choline,GO:0045892~negative regulation of transcription, DNA-templated,		GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR017757:Transcriptional repressor BetI,			KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,KW-0678~Repressor,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,							
SinmeB_4327	transcriptional regulator(C770_RS31985)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,							
SinmeB_6173	transcriptional regulator(fixJ)	Sinorhizobium meliloti GR4	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,GO:0009399~nitrogen fixation,GO:0045893~positive regulation of transcription, DNA-templated,	GO:0005737~cytoplasm,GO:0032993~protein-DNA complex,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0001216~bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding,GO:0003677~DNA binding,GO:0046872~metal ion binding,	IPR000792:Transcription regulator LuxR, C-terminal,IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,IPR016032:Signal transduction response regulator, C-terminal effector,		SM00421:HTH_LUXR,SM00448:REC,	KW-0535~Nitrogen fixation,KW-0804~Transcription,KW-0805~Transcription regulation,KW-0902~Two-component regulatory system,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0010~Activator,KW-0238~DNA-binding,	KW-0597~Phosphoprotein,	DNA_BIND:H-T-H motif,DOMAIN:HTH luxR-type,DOMAIN:Response regulatory,METAL:Magnesium,METAL:Magnesium	 via carbonyl oxygen,						
SinmeB_2011	transglycosylase SLT domain-containing protein(SM2011_RS25515)	Sinorhizobium meliloti 2011	GO:0008152~metabolic process,		GO:0016798~hydrolase activity, acting on glycosyl bonds,	IPR008258:Lytic transglycosylase-like, catalytic,IPR023346:Lysozyme-like domain,					KW-0732~Signal,		KW-0326~Glycosidase,KW-0378~Hydrolase,		DOMAIN:SLT,							
SinmeB_3945	transporter substrate-binding domain-containing protein(SM2011_RS10215)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR001638:Extracellular solute-binding protein, family 3,IPR018313:Extracellular solute-binding protein, family 3, conserved site,		SM00062:PBPb,		KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:PBPb,							
SinmeB_1767	transporter substrate-binding domain-containing protein(SM2011_RS24325)	Sinorhizobium meliloti 2011			GO:0033218~amide binding,																	
SinmeB_4347	trehalose utilization protein ThuA(SM2011_RS08165)	Sinorhizobium meliloti 2011				IPR009381:Trehalose catabolism protein, ThuA, prokaryote,	PIRSF030013:trehalose/palatinose utilization protein, ThuA/PalA type,								DOMAIN:ThuA,							
SinmeB_4794	tripartite tricarboxylate transporter TctA(C770_RS26660)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,		IPR002823:Protein of unknown function DUF112, transmembrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,							
